city,area,rooms,bathroom,parking,floor,animal,furniture,total
São Paulo,240.0,4,4,4,22,acept,not furnished,9154.0
Porto Alegre,55.0,1,1,0,14,acept,not furnished,1764.0
Porto Alegre,52.0,1,1,0,0,acept,not furnished,1410.0
São Paulo,250.0,3,4,3,8,acept,not furnished,8776.0
São Paulo,200.0,3,2,2,19,acept,not furnished,13820.0
Belo Horizonte,312.0,4,3,3,1,acept,not furnished,4292.0
São Paulo,230.0,5,5,3,0,acept,not furnished,10670.0
São Paulo,72.0,2,2,2,9,acept,not furnished,3471.0
São Paulo,55.0,2,1,0,5,acept,furnished,3075.0
Rio de Janeiro,72.0,2,2,1,2,not acept,furnished,4694.0
São Paulo,50.0,2,1,0,0,acept,not furnished,1302.0
São Paulo,17.0,1,1,0,1,acept,not furnished,2740.0
Belo Horizonte,160.0,3,3,2,4,acept,not furnished,2845.0
São Paulo,214.0,4,4,3,5,acept,not furnished,10430.0
Rio de Janeiro,65.0,1,1,0,0,acept,not furnished,2154.0
São Paulo,136.0,3,2,1,10,not acept,furnished,8114.0
Porto Alegre,70.0,2,2,1,6,acept,not furnished,2425.0
Porto Alegre,38.0,1,1,0,2,acept,not furnished,1350.0
São Paulo,450.0,8,5,5,0,acept,not furnished,9121.0
Rio de Janeiro,67.0,2,1,1,2,acept,not furnished,3576.0
São Paulo,20.0,1,1,0,1,not acept,not furnished,1149.0
São Paulo,41.0,1,1,0,12,acept,not furnished,1900.0
São Paulo,50.0,2,1,1,7,acept,not furnished,2077.0
São Paulo,205.0,3,3,3,0,acept,not furnished,6184.0
São Paulo,100.0,3,2,1,0,acept,not furnished,3850.0
São Paulo,190.0,3,4,4,16,acept,furnished,19200.0
Belo Horizonte,45.0,2,1,0,0,acept,not furnished,1373.0
Campinas,57.0,1,1,1,2,acept,not furnished,1482.0
Porto Alegre,88.0,1,2,2,3,acept,not furnished,2004.0
São Paulo,70.0,1,1,1,10,acept,furnished,3983.0
São Paulo,76.0,2,2,0,11,acept,furnished,3482.0
Rio de Janeiro,36.0,1,1,0,10,acept,not furnished,1867.0
Porto Alegre,61.0,2,2,2,11,acept,not furnished,3024.0
São Paulo,280.0,4,3,6,0,acept,furnished,13390.0
São Paulo,480.0,5,6,3,0,acept,not furnished,6076.0
Campinas,45.0,1,1,1,17,acept,furnished,1975.0
São Paulo,42.0,1,1,0,9,acept,furnished,2994.0
Porto Alegre,62.0,2,1,0,4,acept,not furnished,1127.0
São Paulo,38.0,2,1,0,2,acept,not furnished,1610.0
São Paulo,44.0,1,1,1,8,not acept,furnished,3009.0
São Paulo,75.0,3,2,2,11,acept,not furnished,3633.0
Rio de Janeiro,66.0,2,1,1,2,acept,not furnished,1917.0
São Paulo,125.0,3,3,2,0,acept,not furnished,2881.0
Campinas,62.0,2,1,2,7,acept,not furnished,2219.0
São Paulo,77.0,2,1,1,5,acept,not furnished,4752.0
São Paulo,136.0,2,4,2,7,acept,not furnished,6643.0
São Paulo,200.0,4,2,1,5,acept,not furnished,7507.0
São Paulo,35.0,1,1,0,1,not acept,not furnished,1572.0
São Paulo,250.0,4,3,2,0,acept,furnished,4678.0
São Paulo,90.0,2,2,2,0,acept,furnished,4162.0
Campinas,72.0,2,2,1,7,acept,not furnished,1350.0
São Paulo,168.0,3,3,5,16,acept,not furnished,5404.0
Porto Alegre,360.0,3,4,3,5,acept,furnished,17890.0
Campinas,38.0,1,1,1,9,acept,not furnished,1280.0
São Paulo,23.0,1,1,1,26,acept,not furnished,2876.0
Porto Alegre,440.0,3,3,3,7,not acept,not furnished,10840.0
São Paulo,120.0,3,3,2,9,acept,furnished,4854.0
Rio de Janeiro,90.0,2,2,0,5,acept,not furnished,3447.0
Porto Alegre,125.0,4,2,0,7,acept,not furnished,2802.0
São Paulo,200.0,3,4,3,6,acept,furnished,8123.0
São Paulo,190.0,3,3,2,5,acept,not furnished,5394.0
Belo Horizonte,123.0,3,2,1,3,acept,not furnished,3141.0
Campinas,53.0,2,1,1,0,acept,not furnished,2351.0
Rio de Janeiro,70.0,2,1,1,2,acept,not furnished,2829.0
São Paulo,90.0,2,2,2,17,acept,furnished,14310.0
São Paulo,95.0,3,2,0,0,acept,not furnished,1614.0
Campinas,74.0,3,1,1,4,acept,not furnished,1426.0
São Paulo,64.0,1,1,1,15,not acept,not furnished,4266.0
São Paulo,155.0,4,5,3,14,not acept,not furnished,8552.0
Rio de Janeiro,125.0,3,1,2,3,not acept,not furnished,3388.0
São Paulo,40.0,1,1,1,9,acept,furnished,1976.0
Porto Alegre,350.0,3,2,4,0,acept,furnished,7130.0
Belo Horizonte,417.0,3,5,8,0,acept,not furnished,8226.0
Porto Alegre,350.0,4,4,4,0,acept,not furnished,6299.0
São Paulo,40.0,1,1,1,8,not acept,not furnished,3376.0
São Paulo,30.0,1,1,1,15,not acept,furnished,4340.0
São Paulo,142.0,3,4,2,4,acept,not furnished,6033.0
Porto Alegre,110.0,3,3,2,5,acept,furnished,5659.0
São Paulo,100.0,4,4,1,0,acept,not furnished,10160.0
São Paulo,377.0,5,4,3,0,acept,not furnished,9021.0
São Paulo,230.0,2,3,3,17,acept,furnished,11310.0
São Paulo,35.0,1,1,0,5,not acept,furnished,2348.0
São Paulo,32.0,1,1,1,16,acept,not furnished,3470.0
São Paulo,74.0,2,1,1,5,acept,not furnished,2672.0
São Paulo,147.0,2,3,4,19,acept,not furnished,4191.0
São Paulo,35.0,1,1,0,3,acept,furnished,3072.0
Rio de Janeiro,26.0,1,1,0,7,acept,furnished,2234.0
São Paulo,70.0,2,2,1,5,acept,furnished,2244.0
São Paulo,150.0,3,3,3,19,acept,furnished,5376.0
São Paulo,200.0,3,3,2,0,acept,not furnished,8413.0
Campinas,60.0,1,1,1,14,acept,not furnished,1746.0
São Paulo,250.0,4,5,3,2,acept,not furnished,4617.0
São Paulo,44.0,1,2,0,12,not acept,furnished,6768.0
São Paulo,250.0,7,5,2,0,acept,furnished,6091.0
São Paulo,157.0,3,2,0,7,acept,not furnished,6230.0
São Paulo,97.0,2,2,0,1,acept,not furnished,6871.0
Belo Horizonte,548.0,4,7,6,17,acept,not furnished,23590.0
São Paulo,28.0,1,1,0,1,acept,not furnished,1342.0
São Paulo,250.0,3,4,0,1,acept,furnished,13790.0
Belo Horizonte,193.0,4,2,2,0,acept,not furnished,9301.0
Belo Horizonte,428.0,5,5,4,0,acept,furnished,10430.0
São Paulo,50.0,2,1,0,2,not acept,not furnished,1163.0
São Paulo,135.0,2,3,2,5,not acept,not furnished,15000.0
Rio de Janeiro,103.0,2,2,1,8,acept,not furnished,2372.0
Campinas,103.0,3,2,2,2,acept,not furnished,3170.0
São Paulo,80.0,3,2,1,0,acept,not furnished,2410.0
São Paulo,160.0,3,3,2,10,acept,not furnished,5670.0
São Paulo,238.0,4,3,4,24,acept,not furnished,15130.0
Belo Horizonte,500.0,7,4,4,0,acept,not furnished,5758.0
São Paulo,580.0,5,5,4,4,acept,not furnished,27290.0
São Paulo,80.0,1,1,0,0,acept,not furnished,1441.0
São Paulo,210.0,4,5,3,12,acept,furnished,6817.0
Porto Alegre,106.0,3,3,1,7,acept,not furnished,3369.0
Rio de Janeiro,30.0,1,1,0,11,acept,not furnished,1737.0
São Paulo,156.0,3,2,1,0,acept,not furnished,2178.0
São Paulo,60.0,1,1,1,0,acept,not furnished,1269.0
São Paulo,200.0,3,4,0,2,acept,not furnished,8098.0
São Paulo,70.0,2,2,0,1,acept,not furnished,1431.0
São Paulo,177.0,4,5,4,5,acept,not furnished,11780.0
São Paulo,103.0,3,3,2,0,acept,not furnished,3292.0
São Paulo,440.0,4,4,4,0,acept,not furnished,14680.0
São Paulo,65.0,2,1,1,8,acept,furnished,2414.0
Belo Horizonte,260.0,5,3,3,12,acept,not furnished,6541.0
São Paulo,200.0,4,4,6,0,acept,not furnished,4760.0
São Paulo,96.0,3,2,1,12,acept,not furnished,4442.0
São Paulo,68.0,2,2,1,2,acept,furnished,3764.0
Belo Horizonte,300.0,5,5,5,0,not acept,not furnished,5024.0
São Paulo,34.0,1,1,0,2,acept,not furnished,1092.0
Campinas,398.0,5,6,0,2,acept,not furnished,12810.0
Belo Horizonte,100.0,1,1,0,1,acept,not furnished,2635.0
Belo Horizonte,176.0,4,5,3,6,acept,furnished,9427.0
Belo Horizonte,90.0,2,2,2,4,not acept,furnished,4804.0
Belo Horizonte,680.0,7,6,8,0,acept,not furnished,8560.0
Belo Horizonte,220.0,4,3,0,9,acept,furnished,19340.0
São Paulo,110.0,2,2,2,0,not acept,not furnished,2326.0
São Paulo,180.0,3,2,1,2,acept,furnished,7085.0
São Paulo,36.0,1,1,1,8,acept,not furnished,2311.0
Belo Horizonte,450.0,4,4,4,8,acept,not furnished,16100.0
Rio de Janeiro,103.0,3,2,0,1,acept,not furnished,4491.0
Porto Alegre,101.0,2,2,2,5,acept,not furnished,2807.0
São Paulo,196.0,4,4,0,11,acept,not furnished,9985.0
Rio de Janeiro,28.0,1,1,0,0,acept,not furnished,2569.0
São Paulo,260.0,3,4,4,0,acept,not furnished,4568.0
São Paulo,330.0,4,2,5,0,acept,not furnished,2299.0
Rio de Janeiro,70.0,3,2,1,6,acept,not furnished,1908.0
Rio de Janeiro,33.0,1,1,0,3,acept,not furnished,1729.0
São Paulo,160.0,3,3,2,3,acept,not furnished,13340.0
São Paulo,60.0,2,1,1,9,acept,not furnished,1916.0
São Paulo,36.0,1,1,1,1,acept,not furnished,1618.0
São Paulo,20.0,1,1,0,1,acept,furnished,2087.0
Porto Alegre,70.0,2,1,0,1,acept,not furnished,1162.0
São Paulo,180.0,3,4,4,0,acept,furnished,4773.0
São Paulo,105.0,3,3,1,5,acept,not furnished,3158.0
São Paulo,275.0,4,5,4,1,acept,not furnished,15360.0
Belo Horizonte,450.0,2,2,5,0,acept,not furnished,1608.0
Campinas,360.0,4,6,4,0,acept,not furnished,8980.0
São Paulo,140.0,2,2,1,5,not acept,furnished,2775.0
São Paulo,900.0,3,5,8,0,acept,not furnished,10370.0
Porto Alegre,152.0,3,5,3,9,acept,not furnished,8009.0
São Paulo,280.0,3,4,3,0,acept,furnished,8621.0
São Paulo,230.0,4,4,3,5,not acept,not furnished,6030.0
Campinas,92.0,3,2,3,6,acept,not furnished,2994.0
Belo Horizonte,58.0,1,1,1,0,acept,not furnished,1153.0
Campinas,41.0,2,1,1,5,not acept,not furnished,1457.0
São Paulo,206.0,4,4,3,10,acept,not furnished,14960.0
Campinas,214.0,3,3,2,1,acept,not furnished,8218.0
São Paulo,110.0,2,2,1,18,acept,not furnished,3018.0
Belo Horizonte,100.0,2,1,0,0,acept,not furnished,815.0
Belo Horizonte,80.0,2,2,1,4,acept,not furnished,1466.0
Belo Horizonte,311.0,3,4,3,20,not acept,not furnished,18000.0
São Paulo,200.0,2,3,2,1,acept,furnished,17560.0
Campinas,96.0,3,2,2,10,acept,not furnished,4230.0
Rio de Janeiro,140.0,4,2,1,1,not acept,not furnished,8158.0
São Paulo,138.0,3,3,2,17,acept,not furnished,8642.0
São Paulo,140.0,3,3,1,6,acept,furnished,6509.0
Rio de Janeiro,60.0,2,2,1,2,not acept,not furnished,1859.0
São Paulo,40.0,1,1,0,0,not acept,not furnished,644.0
São Paulo,178.0,3,4,4,6,acept,furnished,13700.0
São Paulo,140.0,3,3,2,0,acept,furnished,4999.0
São Paulo,72.0,2,1,0,1,acept,not furnished,1897.0
São Paulo,117.0,2,1,1,5,not acept,furnished,3466.0
São Paulo,35.0,1,1,1,1,acept,not furnished,1020.0
Porto Alegre,42.0,1,1,0,1,acept,furnished,1263.0
Belo Horizonte,29.0,1,1,0,1,acept,not furnished,1123.0
São Paulo,130.0,2,1,0,1,acept,not furnished,2837.0
Rio de Janeiro,100.0,3,2,1,4,acept,not furnished,7748.0
Rio de Janeiro,39.0,1,1,0,4,acept,not furnished,1111.0
São Paulo,61.0,1,1,0,9,not acept,not furnished,2015.0
Campinas,750.0,4,5,5,0,not acept,not furnished,11220.0
Belo Horizonte,142.0,4,3,2,3,acept,not furnished,3913.0
Campinas,650.0,4,4,8,0,acept,not furnished,7813.0
São Paulo,69.0,2,2,0,0,acept,not furnished,1799.0
São Paulo,100.0,2,2,4,0,acept,not furnished,2686.0
Belo Horizonte,300.0,4,2,2,3,acept,not furnished,10360.0
São Paulo,190.0,3,4,3,14,acept,furnished,5375.0
Rio de Janeiro,115.0,2,2,0,13,acept,not furnished,8239.0
Campinas,119.0,3,1,1,5,acept,not furnished,2242.0
São Paulo,100.0,2,3,1,4,acept,furnished,3156.0
São Paulo,55.0,2,1,1,3,acept,not furnished,1501.0
São Paulo,44.0,1,1,1,2,acept,furnished,3852.0
São Paulo,316.0,4,6,4,18,acept,furnished,14830.0
São Paulo,83.0,2,3,2,0,acept,not furnished,3920.0
Belo Horizonte,1000.0,5,7,8,0,acept,not furnished,17130.0
São Paulo,150.0,3,2,1,8,acept,not furnished,6033.0
São Paulo,53.0,2,1,1,7,acept,not furnished,4746.0
São Paulo,49.0,2,1,1,0,acept,not furnished,1387.0
Campinas,185.0,3,3,2,6,acept,not furnished,3528.0
Rio de Janeiro,40.0,1,1,0,0,acept,not furnished,1239.0
São Paulo,65.0,2,1,0,3,acept,not furnished,1818.0
São Paulo,67.0,3,2,1,10,not acept,not furnished,2148.0
São Paulo,46.0,1,1,1,9,acept,not furnished,2763.0
Campinas,205.0,3,2,1,2,acept,not furnished,3334.0
Porto Alegre,550.0,5,5,3,0,acept,not furnished,9660.0
Campinas,50.0,1,1,1,3,acept,not furnished,1085.0
São Paulo,266.0,4,5,4,7,acept,not furnished,15110.0
Rio de Janeiro,280.0,3,2,2,10,acept,furnished,12370.0
São Paulo,1600.0,6,6,6,0,acept,furnished,9549.0
São Paulo,70.0,1,1,0,4,acept,not furnished,3347.0
São Paulo,84.0,3,2,2,8,not acept,not furnished,3320.0
Belo Horizonte,40.0,1,1,0,3,not acept,not furnished,1626.0
Rio de Janeiro,117.0,3,2,1,7,acept,not furnished,5297.0
São Paulo,68.0,2,2,2,8,acept,furnished,4740.0
Belo Horizonte,140.0,2,2,2,11,acept,furnished,3634.0
São Paulo,450.0,4,2,3,0,acept,not furnished,14200.0
Porto Alegre,44.0,1,2,0,3,acept,not furnished,1610.0
São Paulo,40.0,1,1,1,3,acept,furnished,3979.0
São Paulo,70.0,1,2,1,1,acept,furnished,9864.0
São Paulo,50.0,1,2,0,0,acept,not furnished,964.0
Belo Horizonte,405.0,2,3,0,7,acept,not furnished,8253.0
São Paulo,75.0,2,2,1,1,acept,not furnished,4066.0
Belo Horizonte,80.0,3,3,1,3,acept,not furnished,2081.0
São Paulo,450.0,4,5,6,0,acept,not furnished,13520.0
São Paulo,225.0,4,5,4,10,acept,furnished,8797.0
São Paulo,60.0,2,1,1,5,not acept,not furnished,3358.0
São Paulo,31.0,1,1,1,9,not acept,furnished,5094.0
São Paulo,100.0,3,1,3,0,acept,not furnished,2195.0
Belo Horizonte,20.0,1,1,0,6,not acept,not furnished,1563.0
São Paulo,200.0,3,4,8,0,acept,not furnished,7131.0
Campinas,50.0,1,1,1,8,acept,not furnished,2554.0
São Paulo,61.0,3,2,2,15,acept,not furnished,3030.0
São Paulo,200.0,3,4,2,3,acept,not furnished,15220.0
Belo Horizonte,100.0,2,2,0,0,acept,not furnished,11280.0
São Paulo,365.0,4,5,6,4,acept,not furnished,20390.0
São Paulo,38.0,1,1,0,13,acept,not furnished,3517.0
Rio de Janeiro,49.0,2,1,0,4,acept,not furnished,1788.0
São Paulo,207.0,3,5,4,6,acept,not furnished,15490.0
Campinas,82.0,3,2,1,6,acept,not furnished,2487.0
São Paulo,400.0,5,4,3,0,acept,not furnished,4311.0
Rio de Janeiro,170.0,4,2,2,6,acept,not furnished,12370.0
Porto Alegre,105.0,3,2,2,3,acept,furnished,3520.0
São Paulo,383.0,4,4,5,2,acept,not furnished,5941.0
São Paulo,168.0,3,3,3,3,acept,not furnished,4662.0
São Paulo,53.0,2,2,1,10,acept,furnished,4760.0
Porto Alegre,320.0,4,3,2,0,acept,not furnished,4705.0
São Paulo,300.0,3,4,3,18,acept,not furnished,14360.0
Campinas,100.0,3,2,3,0,acept,not furnished,2234.0
São Paulo,40.0,1,1,0,0,acept,not furnished,992.0
São Paulo,180.0,3,1,0,0,acept,not furnished,2872.0
São Paulo,257.0,4,5,4,8,acept,furnished,11430.0
São Paulo,178.0,2,4,2,2,acept,not furnished,10280.0
São Paulo,179.0,3,3,0,9,not acept,furnished,14450.0
Porto Alegre,64.0,2,1,0,1,acept,not furnished,2118.0
Porto Alegre,60.0,2,1,0,1,acept,not furnished,1356.0
São Paulo,55.0,1,1,1,11,not acept,not furnished,3072.0
São Paulo,50.0,1,1,0,8,not acept,not furnished,2465.0
São Paulo,82.0,3,2,2,19,not acept,not furnished,2490.0
Rio de Janeiro,60.0,1,1,1,7,acept,not furnished,1982.0
Porto Alegre,40.0,1,1,1,9,not acept,furnished,2586.0
Campinas,230.0,4,4,8,0,acept,not furnished,5497.0
São Paulo,73.0,2,1,1,2,acept,not furnished,2017.0
São Paulo,79.0,2,2,1,1,acept,furnished,2701.0
São Paulo,230.0,3,4,2,3,acept,not furnished,7153.0
Rio de Janeiro,214.0,3,3,3,4,acept,not furnished,18810.0
São Paulo,120.0,2,1,0,0,acept,not furnished,1613.0
São Paulo,200.0,4,2,1,0,not acept,not furnished,2872.0
Porto Alegre,85.0,3,2,2,9,not acept,furnished,4391.0
São Paulo,45.0,1,1,1,1,not acept,furnished,8590.0
Porto Alegre,30.0,1,1,0,4,acept,not furnished,987.0
São Paulo,57.0,2,2,1,3,acept,not furnished,2806.0
São Paulo,500.0,4,7,3,0,acept,not furnished,17730.0
São Paulo,322.0,4,5,5,17,acept,furnished,19770.0
São Paulo,20.0,1,1,0,3,not acept,not furnished,1774.0
Porto Alegre,100.0,2,2,1,0,not acept,not furnished,1370.0
São Paulo,620.0,4,6,4,1,acept,not furnished,27840.0
Porto Alegre,240.0,4,3,5,0,acept,not furnished,2665.0
São Paulo,95.0,3,2,2,10,acept,not furnished,8131.0
São Paulo,35.0,1,1,1,6,acept,not furnished,2768.0
Belo Horizonte,325.0,5,4,7,0,acept,furnished,9463.0
São Paulo,58.0,3,1,1,1,acept,furnished,3313.0
São Paulo,200.0,4,4,3,6,not acept,not furnished,11520.0
São Paulo,92.0,3,2,2,2,acept,not furnished,2771.0
Belo Horizonte,65.0,2,1,1,9,acept,not furnished,2096.0
Campinas,57.0,2,1,0,2,acept,not furnished,1220.0
São Paulo,50.0,2,1,1,2,acept,not furnished,2021.0
São Paulo,165.0,4,5,2,4,acept,furnished,12440.0
Rio de Janeiro,70.0,2,1,1,6,acept,not furnished,2947.0
São Paulo,230.0,4,3,1,1,not acept,not furnished,6964.0
Rio de Janeiro,34.0,1,1,0,3,not acept,furnished,2960.0
Rio de Janeiro,25.0,1,1,0,0,not acept,not furnished,671.0
São Paulo,50.0,2,1,1,2,acept,not furnished,1823.0
Porto Alegre,120.0,3,2,2,2,acept,furnished,3874.0
Porto Alegre,60.0,2,1,1,0,acept,not furnished,1521.0
São Paulo,67.0,2,2,1,8,acept,not furnished,3464.0
São Paulo,22.0,1,1,0,26,acept,not furnished,2551.0
São Paulo,197.0,3,1,2,0,acept,not furnished,2422.0
Porto Alegre,105.0,3,3,1,3,acept,furnished,3764.0
São Paulo,80.0,2,2,1,0,not acept,not furnished,1564.0
Belo Horizonte,140.0,4,2,2,5,not acept,not furnished,3607.0
Rio de Janeiro,70.0,2,2,1,9,acept,not furnished,5436.0
Porto Alegre,383.0,5,5,4,0,acept,not furnished,10430.0
São Paulo,172.0,3,4,3,5,acept,not furnished,11670.0
Porto Alegre,57.0,2,2,1,6,not acept,not furnished,2327.0
São Paulo,32.0,1,1,1,23,acept,not furnished,4242.0
Belo Horizonte,341.0,10,6,7,0,acept,not furnished,6050.0
Belo Horizonte,600.0,5,6,8,0,acept,furnished,11320.0
São Paulo,43.0,2,1,1,13,not acept,not furnished,2351.0
Campinas,98.0,3,2,1,1,acept,not furnished,2060.0
São Paulo,36.0,2,1,0,6,acept,not furnished,2403.0
Rio de Janeiro,42.0,1,1,0,4,acept,furnished,3416.0
Campinas,120.0,3,3,3,8,not acept,not furnished,3602.0
Rio de Janeiro,78.0,2,2,1,8,acept,not furnished,2429.0
São Paulo,113.0,3,4,2,7,acept,not furnished,6242.0
São Paulo,47.0,2,1,1,1,not acept,not furnished,1968.0
São Paulo,60.0,2,2,1,5,acept,not furnished,1795.0
Porto Alegre,77.0,2,1,0,1,not acept,not furnished,1172.0
Porto Alegre,75.0,2,2,1,3,acept,not furnished,1864.0
São Paulo,60.0,3,1,1,3,acept,not furnished,2040.0
São Paulo,240.0,3,4,3,9,acept,not furnished,8799.0
São Paulo,48.0,1,1,1,4,acept,not furnished,4191.0
Belo Horizonte,70.0,3,1,1,8,acept,not furnished,1784.0
Belo Horizonte,345.0,3,3,0,0,not acept,furnished,3708.0
São Paulo,250.0,4,2,3,2,not acept,furnished,18290.0
São Paulo,158.0,4,4,3,4,acept,furnished,6124.0
Porto Alegre,55.0,2,1,1,0,acept,furnished,1358.0
Rio de Janeiro,80.0,2,1,1,17,acept,not furnished,2945.0
Porto Alegre,42.0,1,1,1,11,acept,not furnished,2783.0
São Paulo,80.0,3,3,2,20,acept,not furnished,5349.0
São Paulo,50.0,1,1,0,1,acept,not furnished,2117.0
Rio de Janeiro,380.0,4,3,2,9,acept,not furnished,19760.0
São Paulo,85.0,2,2,1,6,acept,furnished,6635.0
Belo Horizonte,120.0,4,3,2,1,acept,not furnished,3294.0
São Paulo,214.0,4,5,4,6,acept,not furnished,6554.0
São Paulo,277.0,4,4,6,5,acept,not furnished,9996.0
Campinas,50.0,2,1,1,4,acept,not furnished,1424.0
Belo Horizonte,90.0,3,2,2,2,not acept,not furnished,2716.0
São Paulo,287.0,4,5,2,0,acept,furnished,6408.0
São Paulo,11.0,1,1,0,1,not acept,furnished,2368.0
Porto Alegre,62.0,2,1,1,7,not acept,not furnished,2183.0
São Paulo,45.0,1,1,1,7,not acept,furnished,3782.0
Porto Alegre,80.0,2,1,1,1,acept,not furnished,1945.0
São Paulo,115.0,3,3,2,5,not acept,not furnished,6186.0
Porto Alegre,110.0,2,2,1,3,acept,furnished,2579.0
São Paulo,162.0,3,3,2,4,acept,not furnished,9212.0
Rio de Janeiro,85.0,3,2,1,4,acept,not furnished,3380.0
Belo Horizonte,105.0,4,3,3,5,acept,not furnished,3302.0
São Paulo,180.0,2,2,5,0,acept,not furnished,3048.0
Rio de Janeiro,80.0,2,1,0,9,acept,not furnished,1331.0
São Paulo,56.0,2,1,1,6,acept,not furnished,2919.0
São Paulo,70.0,2,1,1,15,acept,not furnished,2300.0
Rio de Janeiro,70.0,1,2,1,6,not acept,not furnished,2401.0
Belo Horizonte,75.0,3,1,1,4,not acept,not furnished,1641.0
São Paulo,420.0,4,6,4,0,acept,not furnished,7315.0
São Paulo,279.0,3,3,8,0,acept,furnished,3735.0
São Paulo,160.0,4,4,2,0,acept,not furnished,2437.0
São Paulo,41.0,1,1,0,0,acept,not furnished,1364.0
São Paulo,97.0,2,2,2,3,acept,not furnished,3670.0
Porto Alegre,40.0,1,1,1,7,acept,furnished,1857.0
São Paulo,110.0,3,2,1,5,acept,furnished,5078.0
Belo Horizonte,298.0,4,3,2,3,acept,furnished,3164.0
Belo Horizonte,87.0,4,2,2,2,acept,not furnished,2152.0
São Paulo,150.0,5,5,4,3,not acept,furnished,6464.0
São Paulo,113.0,3,2,2,8,acept,not furnished,5122.0
Belo Horizonte,293.0,6,2,3,0,acept,not furnished,2781.0
São Paulo,90.0,3,2,2,1,acept,not furnished,3208.0
Belo Horizonte,305.0,4,3,3,14,acept,not furnished,12280.0
Campinas,50.0,2,1,1,0,not acept,not furnished,1331.0
São Paulo,150.0,3,3,2,0,acept,not furnished,3485.0
Porto Alegre,367.0,3,4,4,8,not acept,not furnished,23250.0
Rio de Janeiro,50.0,2,1,0,9,acept,furnished,2950.0
São Paulo,230.0,3,4,3,7,not acept,not furnished,12470.0
São Paulo,125.0,3,3,1,6,acept,furnished,7417.0
Rio de Janeiro,140.0,3,2,1,4,acept,not furnished,2563.0
São Paulo,63.0,3,2,0,18,acept,not furnished,2373.0
São Paulo,110.0,2,1,1,21,acept,not furnished,4551.0
São Paulo,54.0,2,1,1,13,acept,not furnished,2111.0
Porto Alegre,67.0,2,1,0,3,acept,not furnished,1926.0
São Paulo,296.0,3,4,4,2,acept,not furnished,10840.0
Belo Horizonte,70.0,2,1,1,0,acept,not furnished,1092.0
São Paulo,50.0,2,1,0,0,not acept,not furnished,1167.0
São Paulo,160.0,3,2,4,0,not acept,not furnished,3553.0
São Paulo,60.0,2,2,1,14,not acept,not furnished,2708.0
São Paulo,220.0,3,4,3,12,acept,furnished,12260.0
São Paulo,340.0,4,3,8,0,acept,not furnished,14360.0
São Paulo,52.0,2,1,0,1,not acept,not furnished,1249.0
Belo Horizonte,50.0,2,1,1,1,acept,not furnished,1091.0
Belo Horizonte,60.0,2,1,0,3,acept,not furnished,2600.0
São Paulo,125.0,3,3,3,0,acept,not furnished,2602.0
São Paulo,36.0,2,1,0,0,not acept,not furnished,1097.0
Belo Horizonte,100.0,3,2,1,5,acept,not furnished,2370.0
São Paulo,550.0,4,7,3,0,acept,furnished,13320.0
São Paulo,60.0,3,1,2,4,not acept,not furnished,1502.0
Campinas,48.0,1,1,0,4,not acept,not furnished,1014.0
